fips,state,county,year,obesity_pct,inactivity_pct
NA,NA,NA,2023,35.9,31.1
NA,NA,NA,2023,40.6,31.8
NA,NA,NA,2023,42.9,36.9
NA,NA,NA,2023,32.9,24.8
NA,NA,NA,2023,39.6,32.5
NA,NA,NA,2023,38.9,32
NA,NA,NA,2023,40.6,33.4
NA,NA,NA,2023,40.4,32.2
NA,NA,NA,2023,36.7,30.9
NA,NA,NA,2023,25,18.4
NA,NA,NA,2023,24.8,18.8
NA,NA,NA,2023,24.3,19.8
NA,NA,NA,2023,24.3,10.200000000000001
NA,NA,NA,2023,22,18.8
NA,NA,NA,2023,23.9,16.3
NA,NA,NA,2023,31.3,19.7
NA,NA,NA,2023,27.7,17.2
NA,NA,NA,2023,32.80000000000001,22.1
NA,NA,NA,2023,36.30000000000001,21.4
NA,NA,NA,2023,35.1,21.8
NA,NA,NA,2023,33.5,23.4
NA,NA,NA,2023,39.30000000000001,25.9
NA,NA,NA,2023,26.6,20.7
NA,NA,NA,2023,32.7,20.2
NA,NA,NA,2023,30.2,20.5
NA,NA,NA,2023,34.4,21.6
NA,NA,NA,2023,34,23.8
NA,NA,NA,2023,34.7,23.5
NA,NA,NA,2023,34.2,24.4
NA,NA,NA,2023,38.1,23.6
NA,NA,NA,2023,33.4,21.7
NA,NA,NA,2023,35,25.7
NA,NA,NA,2023,37.9,30.4
NA,NA,NA,2023,34.80000000000001,22.3
NA,NA,NA,2023,31.2,20.9
NA,NA,NA,2023,36.7,25.5
NA,NA,NA,2023,34.80000000000001,22.7
NA,NA,NA,2023,33.7,22.9
NA,NA,NA,2023,32.5,22.9
NA,NA,NA,2023,37.4,27.2
NA,NA,NA,2023,32.1,21.9
NA,NA,NA,2023,37.2,20.6
NA,NA,NA,2023,36.5,28.3
NA,NA,NA,2023,31.1,21.1
NA,NA,NA,2023,29.8,19.3
NA,NA,NA,2023,31.8,23.1
NA,NA,NA,2023,37,24.2
NA,NA,NA,2023,36.1,27.6
NA,NA,NA,2023,35.4,23.1
NA,NA,NA,2023,38.5,27.6
NA,NA,NA,2023,33.2,22.3
NA,NA,NA,2023,31,22.3
NA,NA,NA,2023,34.4,27.5
NA,NA,NA,2023,35,22.6
NA,NA,NA,2023,36.6,25.4
NA,NA,NA,2023,39.5,26.6
NA,NA,NA,2023,32.9,17.9
NA,NA,NA,2023,33.30000000000001,21.9
NA,NA,NA,2023,26.9,19.4
NA,NA,NA,2023,37.5,24.8
NA,NA,NA,2023,32.5,24.4
NA,NA,NA,2023,34.2,24.6
NA,NA,NA,2023,44.4,33.4
NA,NA,NA,2023,38.2,25.2
NA,NA,NA,2023,36.4,24.6
NA,NA,NA,2023,40.4,27.7
NA,NA,NA,2023,35.4,24.8
NA,NA,NA,2023,34.7,22.8
NA,NA,NA,2023,36.80000000000001,24.3
NA,NA,NA,2023,38,28.8
NA,NA,NA,2023,31.1,21.9
NA,NA,NA,2023,36.6,25.6
NA,NA,NA,2023,34.4,23.6
NA,NA,NA,2023,37.7,26.8
NA,NA,NA,2023,36.2,23
NA,NA,NA,2023,37.2,25.4
NA,NA,NA,2023,29.9,25.5
NA,NA,NA,2023,37.30000000000001,25.1
